,DAY_OF_WEEK,DISTANCE_GROUP,AIRLINE_ID,ORIGIN_CITY_MARKET_ID,DEST_CITY_MARKET_ID,DAY_OF_MONTH,MONTH,ORIG_STATE,DEST_STATE,DEP_TIME,OUT_TAXI,IN_TAXI,ELAPSED_TIME,NEW_DIST_GROUP
4064,6,4,19790,33214,30397,21.0,10.0,42,8.0,1500.0,10.0,15.0,135.0,850.0
4065,5,2,20304,30325,32255,27.0,10.0,5,14.0,2100.0,10.0,5.0,45.0,250.0
4066,7,3,20304,30647,31650,1.0,10.0,33,21.0,1500.0,10.0,5.0,105.0,650.0
4067,4,10,19393,30852,33570,12.0,10.0,18,4.0,1500.0,10.0,5.0,315.0,2250.0
4068,7,10,19393,33570,30852,8.0,10.0,4,18.0,900.0,10.0,5.0,285.0,2250.0
4069,1,2,20304,33105,31057,9.0,10.0,15,25.0,900.0,10.0,15.0,105.0,350.0
4070,1,6,19805,34100,30423,2.0,10.0,36,42.0,900.0,30.0,5.0,225.0,1450.0
4071,6,2,20304,31650,33342,21.0,10.0,21,48.0,900.0,30.0,5.0,75.0,250.0
4072,2,7,19805,34057,30977,17.0,10.0,35,12.0,1500.0,10.0,15.0,225.0,1750.0
4073,4,4,19790,30397,31650,12.0,10.0,8,21.0,900.0,10.0,5.0,135.0,950.0
4074,1,3,19393,33195,33244,30.0,10.0,7,41.0,2100.0,10.0,5.0,105.0,650.0
4075,2,5,19393,32211,30423,10.0,10.0,31,42.0,900.0,10.0,5.0,165.0,1050.0
4076,5,3,20416,30397,31453,20.0,10.0,8,42.0,900.0,10.0,15.0,135.0,650.0
4077,5,11,19977,32134,30977,27.0,10.0,9,12.0,1500.0,10.0,5.0,520.0,4250.0
4078,7,7,19790,33192,31650,8.0,10.0,4,21.0,900.0,10.0,5.0,195.0,1550.0
4079,1,4,19977,30721,30977,20.0,11.0,17,12.0,900.0,10.0,5.0,165.0,850.0
4080,4,1,19393,30194,33214,2.0,11.0,42,42.0,900.0,10.0,5.0,75.0,250.0
4081,3,4,19393,32457,30325,29.0,11.0,4,5.0,2100.0,10.0,5.0,135.0,950.0
4082,4,3,19393,30693,30852,30.0,11.0,41,18.0,900.0,10.0,5.0,75.0,550.0
4083,7,4,19977,32575,30325,19.0,11.0,4,5.0,900.0,10.0,5.0,135.0,850.0
4084,7,3,20304,30325,32156,19.0,11.0,5,24.0,2100.0,30.0,5.0,105.0,550.0
4085,7,2,19790,31123,31295,26.0,11.0,22,20.0,1500.0,10.0,5.0,75.0,450.0
4086,3,3,19790,30397,30198,22.0,11.0,8,36.0,2100.0,10.0,5.0,105.0,550.0
4087,2,2,19393,31123,31295,14.0,11.0,22,20.0,2100.0,10.0,5.0,75.0,450.0
4088,5,1,20304,31295,33184,3.0,11.0,20,20.0,1500.0,10.0,5.0,45.0,50.0
4089,6,4,20409,31703,31252,11.0,11.0,32,7.0,900.0,30.0,5.0,165.0,850.0
4090,2,4,19393,32457,30325,28.0,11.0,4,5.0,2100.0,10.0,5.0,135.0,950.0
4091,6,3,19790,33198,30397,11.0,11.0,22,8.0,1500.0,10.0,5.0,105.0,650.0
4092,1,2,19393,32575,32457,6.0,11.0,4,4.0,1500.0,30.0,5.0,75.0,350.0
4093,1,3,19393,32575,34614,27.0,11.0,4,43.0,1500.0,50.0,5.0,135.0,550.0
4094,3,6,19977,34492,30325,15.0,11.0,25,5.0,900.0,10.0,5.0,225.0,1450.0
4095,2,2,19393,33192,32575,14.0,11.0,4,4.0,2100.0,10.0,5.0,75.0,350.0
4096,7,1,20366,31986,30977,26.0,11.0,20,12.0,900.0,30.0,25.0,75.0,150.0
4097,4,4,19977,34057,30325,9.0,11.0,35,5.0,300.0,10.0,5.0,135.0,950.0
4098,2,2,19805,31057,30852,7.0,11.0,25,18.0,1500.0,30.0,5.0,105.0,350.0
4099,5,3,19790,31295,30721,24.0,11.0,20,38.0,2100.0,30.0,5.0,105.0,650.0
4100,4,4,20416,30397,31650,23.0,11.0,8,21.0,1500.0,10.0,5.0,165.0,950.0
4101,3,1,20304,30559,31884,29.0,11.0,47,47.0,1500.0,30.0,5.0,75.0,250.0
4102,4,3,20304,30466,32457,23.0,11.0,3,4.0,2100.0,10.0,5.0,105.0,650.0
4103,4,5,20409,31703,32467,23.0,11.0,32,7.0,900.0,10.0,5.0,195.0,1050.0
4104,5,2,20366,31703,31066,3.0,11.0,29,33.0,900.0,30.0,5.0,105.0,450.0
4105,5,5,19805,33495,34100,10.0,11.0,16,36.0,1500.0,10.0,5.0,165.0,1050.0
4106,3,2,19977,34492,31703,22.0,11.0,25,29.0,1500.0,50.0,5.0,105.0,450.0
4107,6,9,19977,31453,34819,11.0,11.0,42,37.0,900.0,10.0,5.0,255.0,2050.0
4108,4,3,20304,32575,34614,9.0,11.0,4,43.0,900.0,30.0,5.0,105.0,550.0
4109,2,5,20409,30721,32467,7.0,11.0,17,7.0,1500.0,10.0,5.0,195.0,1250.0
4110,1,2,20366,30721,34524,13.0,11.0,17,44.0,1500.0,30.0,5.0,105.0,450.0
4111,6,3,20304,33264,34614,18.0,11.0,35,43.0,300.0,30.0,5.0,135.0,550.0
4112,3,2,19393,30397,31136,15.0,11.0,8,7.0,900.0,10.0,5.0,45.0,250.0
4113,1,2,20304,31823,31650,27.0,11.0,13,21.0,900.0,30.0,15.0,135.0,450.0
4114,4,4,19393,30852,31714,9.0,11.0,18,7.0,1500.0,10.0,5.0,165.0,950.0
4115,3,2,19393,32575,32457,8.0,11.0,4,4.0,900.0,10.0,5.0,45.0,350.0
4116,1,9,19393,30852,32211,6.0,11.0,18,31.0,2100.0,10.0,5.0,345.0,2150.0
4117,1,1,20304,30693,33105,6.0,11.0,41,15.0,900.0,10.0,35.0,105.0,250.0
4118,6,5,19930,30436,30559,25.0,11.0,3,47.0,1500.0,10.0,5.0,195.0,1250.0
4119,1,7,20436,30325,33195,13.0,11.0,5,7.0,2100.0,10.0,5.0,195.0,1550.0
4120,6,2,20409,32457,32575,4.0,11.0,4,4.0,300.0,30.0,5.0,105.0,350.0
4121,5,8,19790,32575,31295,3.0,11.0,4,20.0,900.0,10.0,15.0,255.0,1950.0
4122,5,1,20366,30977,31986,17.0,11.0,12,20.0,1500.0,10.0,5.0,45.0,150.0
4123,4,6,20436,32211,33485,16.0,11.0,31,48.0,900.0,10.0,5.0,195.0,1450.0
4124,6,1,19805,30194,33214,25.0,11.0,42,42.0,1500.0,10.0,5.0,75.0,250.0
4125,3,4,19805,30721,30977,1.0,11.0,17,12.0,2100.0,10.0,15.0,165.0,850.0
4126,7,2,19393,32457,32575,5.0,11.0,4,4.0,1500.0,10.0,5.0,75.0,350.0
4127,4,1,19805,34492,31057,30.0,11.0,25,25.0,2100.0,10.0,5.0,45.0,150.0
4128,2,2,19790,31135,30397,28.0,11.0,39,8.0,300.0,10.0,5.0,75.0,350.0
4129,2,4,19790,30721,30397,28.0,11.0,17,8.0,1500.0,10.0,5.0,165.0,950.0
4130,2,3,19790,32467,30397,21.0,11.0,7,8.0,900.0,10.0,5.0,105.0,550.0
4131,1,5,19790,30325,30397,20.0,11.0,5,8.0,900.0,10.0,5.0,165.0,1150.0
4132,5,2,20366,30781,30194,3.0,11.0,16,42.0,900.0,10.0,5.0,75.0,350.0
4133,3,2,20304,30577,31295,29.0,11.0,32,20.0,1500.0,10.0,15.0,75.0,350.0
4134,5,3,19977,32457,30559,17.0,11.0,4,47.0,900.0,30.0,25.0,165.0,650.0
4135,2,2,19790,30397,31995,21.0,11.0,8,25.0,1500.0,10.0,5.0,45.0,350.0
4136,4,1,19790,30693,30397,9.0,11.0,41,8.0,2100.0,10.0,5.0,45.0,250.0
4137,7,11,19690,32575,32982,26.0,11.0,4,9.0,900.0,10.0,5.0,375.0,2650.0
4138,3,1,19977,31295,30977,22.0,11.0,20,12.0,900.0,30.0,5.0,75.0,250.0
4139,6,2,19805,33495,30194,25.0,11.0,16,42.0,1500.0,10.0,5.0,75.0,450.0
4140,5,9,20409,30792,32575,3.0,11.0,32,4.0,2100.0,10.0,5.0,345.0,2250.0
4141,1,4,19930,34057,33570,20.0,11.0,35,4.0,1500.0,10.0,5.0,135.0,950.0
4142,4,6,19930,30299,30559,9.0,11.0,0,47.0,1500.0,10.0,5.0,195.0,1450.0
4143,4,2,19393,30325,33851,30.0,11.0,5,34.0,900.0,10.0,5.0,75.0,450.0
4144,5,5,20409,33195,30721,24.0,11.0,7,17.0,900.0,10.0,5.0,165.0,1150.0
4145,5,2,19393,32575,33192,24.0,11.0,4,4.0,900.0,10.0,5.0,75.0,350.0
4146,7,7,19790,31650,33192,26.0,11.0,21,4.0,2100.0,10.0,5.0,225.0,1550.0
4147,2,4,19805,31136,30194,14.0,11.0,7,42.0,1500.0,10.0,25.0,165.0,950.0
4148,2,2,19393,32575,32457,7.0,11.0,4,4.0,2100.0,10.0,5.0,75.0,350.0
4149,5,4,20436,31453,30325,3.0,11.0,42,5.0,300.0,10.0,15.0,135.0,850.0
4150,7,5,19977,34492,31453,5.0,11.0,25,42.0,900.0,10.0,5.0,165.0,1050.0
4151,1,4,19805,32337,30194,13.0,11.0,13,42.0,900.0,10.0,15.0,135.0,750.0
4152,5,3,20304,32575,34614,10.0,11.0,4,43.0,2100.0,10.0,5.0,105.0,550.0
4153,5,4,19790,30397,35096,10.0,11.0,8,32.0,900.0,10.0,5.0,135.0,750.0
4154,7,3,19790,33667,30397,26.0,11.0,44,8.0,300.0,10.0,5.0,75.0,550.0
4155,5,2,19393,33198,30194,24.0,11.0,22,42.0,2100.0,10.0,5.0,75.0,450.0
4156,5,5,19805,32467,31703,24.0,11.0,7,32.0,1500.0,30.0,5.0,165.0,1050.0
4157,1,1,19805,30194,31453,6.0,11.0,42,42.0,900.0,10.0,5.0,75.0,250.0
4158,4,3,19930,30559,33192,9.0,11.0,47,4.0,900.0,30.0,5.0,105.0,650.0
4159,7,1,19977,34570,32457,26.0,11.0,31,4.0,1500.0,10.0,5.0,75.0,150.0
4160,3,2,19790,31295,34100,15.0,11.0,20,36.0,2100.0,10.0,5.0,75.0,450.0
4161,4,5,19393,32211,31453,30.0,11.0,31,42.0,900.0,10.0,5.0,165.0,1250.0
4162,2,4,19805,34100,31454,21.0,11.0,36,7.0,2100.0,30.0,5.0,165.0,850.0
4163,2,2,20416,33495,30397,14.0,11.0,16,8.0,900.0,10.0,5.0,75.0,450.0
4164,1,8,19977,30559,31453,6.0,11.0,47,42.0,900.0,10.0,5.0,255.0,1850.0
4165,3,2,20304,33316,30325,1.0,11.0,27,5.0,1500.0,10.0,5.0,105.0,450.0
4166,7,4,19790,35096,30397,12.0,11.0,32,8.0,1500.0,10.0,5.0,135.0,750.0
4167,1,2,19790,33360,30397,6.0,11.0,7,8.0,1500.0,10.0,15.0,105.0,450.0
4168,4,5,20304,33851,32575,2.0,11.0,34,4.0,2100.0,30.0,15.0,195.0,1150.0
4169,4,6,19805,31057,30325,9.0,11.0,25,5.0,2100.0,10.0,5.0,195.0,1350.0
4170,2,3,19790,30397,30852,14.0,11.0,8,44.0,1500.0,10.0,5.0,75.0,550.0
4171,6,5,20436,30977,31454,18.0,11.0,12,7.0,1500.0,10.0,5.0,135.0,1050.0
4172,5,2,20304,32457,32575,10.0,11.0,4,4.0,2100.0,30.0,5.0,105.0,350.0
4173,3,5,20409,34819,31454,1.0,11.0,37,7.0,2100.0,10.0,5.0,165.0,1150.0
4174,2,1,19977,30423,31453,21.0,11.0,42,42.0,900.0,10.0,15.0,75.0,150.0
4175,3,3,19805,31295,31057,29.0,11.0,20,25.0,1500.0,10.0,5.0,105.0,450.0
4176,1,3,19393,30397,31453,27.0,11.0,8,42.0,900.0,30.0,15.0,135.0,650.0
4177,4,2,20304,34689,32457,9.0,11.0,4,4.0,1500.0,10.0,5.0,75.0,250.0
4178,6,2,19393,30325,33316,11.0,11.0,5,27.0,1500.0,10.0,5.0,75.0,450.0
4179,6,2,19393,32575,32457,11.0,11.0,4,4.0,2100.0,10.0,5.0,45.0,350.0
4180,5,2,20436,33316,30325,17.0,11.0,27,5.0,2100.0,10.0,5.0,105.0,450.0
4181,6,3,20304,30325,30615,4.0,11.0,5,42.0,900.0,10.0,5.0,105.0,550.0
4182,1,1,20304,31295,30792,27.0,11.0,20,32.0,1500.0,10.0,5.0,75.0,250.0
4183,1,1,20409,30721,31703,6.0,11.0,17,29.0,900.0,10.0,5.0,75.0,150.0
4184,6,3,19790,30325,31650,18.0,11.0,5,21.0,900.0,10.0,5.0,105.0,650.0
4185,6,4,19805,33214,30466,25.0,11.0,42,3.0,2100.0,10.0,5.0,135.0,850.0
4186,7,5,19977,32467,30977,19.0,11.0,7,12.0,1500.0,30.0,5.0,195.0,1150.0
4187,2,10,19805,30466,30721,7.0,11.0,3,17.0,1500.0,10.0,5.0,255.0,2250.0
4188,2,4,19930,32523,30559,7.0,11.0,0,47.0,2100.0,10.0,5.0,135.0,950.0
4189,1,5,19805,31884,30466,6.0,11.0,47,3.0,900.0,10.0,5.0,165.0,1050.0
4190,7,3,19805,30397,34100,19.0,11.0,8,36.0,1500.0,10.0,15.0,105.0,650.0
4191,2,3,19790,30852,30397,7.0,11.0,44,8.0,1500.0,10.0,5.0,105.0,550.0
4192,2,1,20304,34689,32575,28.0,11.0,4,4.0,1500.0,10.0,5.0,45.0,50.0
4193,4,3,19393,33198,31453,23.0,11.0,22,42.0,900.0,10.0,5.0,105.0,650.0
4194,3,2,20304,30466,31921,29.0,11.0,3,5.0,900.0,30.0,5.0,75.0,450.0
4195,5,2,20366,32896,31453,17.0,11.0,42,42.0,1500.0,10.0,5.0,75.0,450.0
4196,4,4,20409,32467,30852,9.0,11.0,7,18.0,2100.0,10.0,5.0,135.0,950.0
4197,2,3,19393,30397,30198,7.0,11.0,8,36.0,900.0,10.0,5.0,105.0,550.0
4198,2,9,19805,30466,31703,21.0,11.0,3,29.0,1500.0,10.0,5.0,285.0,2150.0
4199,5,2,19393,30647,30852,17.0,11.0,33,18.0,1500.0,10.0,5.0,75.0,350.0
4200,4,3,19790,34614,30466,9.0,11.0,43,3.0,900.0,10.0,5.0,75.0,550.0
4201,7,6,19393,33570,31453,5.0,11.0,4,42.0,1500.0,30.0,5.0,195.0,1350.0
4202,6,5,19393,31453,30852,18.0,11.0,42,44.0,900.0,10.0,5.0,165.0,1250.0
4203,3,3,19393,30977,31703,22.0,11.0,12,32.0,1500.0,10.0,5.0,135.0,750.0
4204,5,10,19930,30559,34100,10.0,11.0,47,36.0,900.0,30.0,5.0,285.0,2350.0
4205,3,4,19393,31453,33195,8.0,11.0,42,7.0,1500.0,10.0,5.0,105.0,750.0
4206,6,4,19977,30325,33485,4.0,11.0,5,48.0,1500.0,10.0,5.0,105.0,850.0
4207,3,9,20409,30466,31703,15.0,11.0,3,32.0,2100.0,10.0,5.0,255.0,2150.0
4208,4,3,19805,30977,31703,2.0,11.0,12,32.0,900.0,10.0,5.0,105.0,750.0
4209,7,1,20304,32575,33570,5.0,11.0,4,4.0,900.0,30.0,5.0,75.0,150.0
4210,4,10,19805,32575,32467,2.0,11.0,4,7.0,900.0,10.0,5.0,285.0,2350.0
4211,6,3,19805,31703,31057,4.0,11.0,32,25.0,1500.0,10.0,5.0,105.0,550.0
4212,5,2,19393,30279,30194,17.0,11.0,42,42.0,1500.0,10.0,5.0,45.0,350.0
4213,3,7,20416,32575,33495,29.0,11.0,4,16.0,1500.0,10.0,62.5,255.0,1650.0
4214,1,5,19393,32467,30977,20.0,11.0,7,12.0,1500.0,10.0,25.0,195.0,1150.0
4215,1,3,19977,30559,32457,27.0,11.0,47,4.0,1500.0,10.0,5.0,105.0,650.0
4216,1,6,19393,30466,30693,13.0,11.0,3,41.0,2100.0,10.0,5.0,165.0,1450.0
4217,1,3,20304,31453,30140,27.0,11.0,42,30.0,2100.0,30.0,5.0,135.0,750.0
4218,7,4,20304,31650,30852,26.0,11.0,21,44.0,900.0,30.0,5.0,135.0,950.0
4219,7,8,19805,32457,30977,5.0,11.0,4,12.0,900.0,10.0,15.0,225.0,1850.0
4220,2,4,19805,31267,30194,21.0,11.0,33,42.0,300.0,10.0,5.0,135.0,850.0
4221,3,4,20409,31454,31703,8.0,11.0,7,29.0,900.0,10.0,5.0,135.0,950.0
4222,3,5,19790,30325,31295,29.0,11.0,5,20.0,1500.0,10.0,5.0,165.0,1150.0
4223,6,1,19690,32134,32402,18.0,11.0,9,9.0,900.0,10.0,5.0,45.0,250.0
4224,2,4,19393,30397,31703,7.0,11.0,8,32.0,900.0,10.0,5.0,135.0,750.0
4225,1,4,20366,30693,31703,6.0,11.0,41,32.0,1500.0,10.0,5.0,135.0,750.0
4226,4,3,19790,30397,31295,16.0,11.0,8,20.0,1500.0,30.0,5.0,135.0,550.0
4227,4,3,20304,34614,32575,23.0,11.0,43,4.0,900.0,10.0,5.0,105.0,550.0
4228,2,7,19805,30466,30397,28.0,11.0,3,8.0,900.0,10.0,5.0,195.0,1550.0
4229,3,7,19790,30397,34819,8.0,11.0,8,37.0,900.0,30.0,5.0,225.0,1550.0
4230,2,4,20416,31454,31295,7.0,11.0,7,20.0,2100.0,10.0,5.0,165.0,950.0
4231,5,3,19790,30529,31295,3.0,11.0,6,20.0,300.0,10.0,5.0,105.0,550.0
4232,4,7,19805,30977,32575,16.0,11.0,12,4.0,1500.0,10.0,15.0,285.0,1750.0
4233,1,11,19690,32134,32211,20.0,11.0,9,31.0,2100.0,10.0,5.0,315.0,2750.0
4234,5,3,19393,31123,30852,17.0,11.0,22,44.0,900.0,10.0,5.0,105.0,750.0
4235,3,2,19393,30977,30693,8.0,11.0,12,41.0,300.0,30.0,5.0,75.0,350.0
4236,7,3,19805,34492,32467,19.0,11.0,25,7.0,2100.0,30.0,5.0,135.0,650.0
4237,2,3,20304,30397,31823,21.0,11.0,8,13.0,2100.0,10.0,5.0,105.0,550.0
4238,2,1,19393,32467,31454,21.0,11.0,7,7.0,1500.0,10.0,5.0,45.0,150.0
4239,5,2,19393,30721,30852,17.0,11.0,38,18.0,2100.0,10.0,5.0,75.0,350.0
4240,2,7,19930,30299,34057,28.0,11.0,0,35.0,900.0,10.0,5.0,195.0,1550.0
4241,5,3,19790,31650,31295,24.0,11.0,21,20.0,1500.0,10.0,5.0,75.0,550.0
4242,3,7,19805,31066,30466,15.0,11.0,33,3.0,900.0,10.0,5.0,255.0,1650.0
4243,3,6,19930,30559,30299,15.0,11.0,47,0.0,2100.0,30.0,5.0,225.0,1450.0
4244,7,5,19805,31057,33214,26.0,11.0,25,42.0,1500.0,10.0,5.0,165.0,1050.0
4245,7,2,19393,32211,34570,5.0,11.0,31,31.0,1500.0,10.0,5.0,75.0,350.0
4246,2,3,19393,30599,31453,7.0,11.0,1,42.0,2100.0,10.0,5.0,105.0,550.0
4247,1,4,19393,33195,30977,13.0,11.0,7,12.0,1500.0,10.0,5.0,135.0,950.0
4248,7,4,19805,31453,32467,26.0,11.0,42,7.0,900.0,10.0,5.0,135.0,950.0
4249,3,5,19393,30194,32575,22.0,11.0,42,4.0,1500.0,10.0,5.0,165.0,1250.0
4250,7,4,19393,30977,31454,19.0,11.0,12,7.0,300.0,10.0,5.0,135.0,950.0
4251,2,4,19393,31454,30852,21.0,11.0,7,18.0,2100.0,10.0,5.0,105.0,750.0
4252,3,9,19805,31703,30466,15.0,11.0,29,3.0,1500.0,10.0,15.0,345.0,2150.0
4253,3,3,19393,30852,30397,29.0,11.0,44,8.0,1500.0,10.0,5.0,105.0,550.0
4254,5,7,19790,32211,30397,3.0,11.0,31,8.0,900.0,10.0,5.0,225.0,1750.0
4255,2,5,19790,32575,30423,28.0,11.0,4,42.0,1500.0,10.0,5.0,165.0,1250.0
4256,3,2,19393,30194,32896,15.0,11.0,42,42.0,2100.0,10.0,5.0,45.0,250.0
4257,7,2,20304,32575,32457,5.0,11.0,4,4.0,900.0,10.0,5.0,75.0,350.0
4258,1,2,19393,30721,30852,6.0,11.0,17,18.0,2100.0,30.0,5.0,75.0,350.0
4259,3,4,19977,30325,30977,15.0,11.0,5,12.0,1500.0,10.0,15.0,135.0,850.0
4260,7,2,19393,30599,33195,12.0,11.0,1,7.0,1500.0,10.0,5.0,75.0,450.0
4261,4,2,20366,30781,30397,16.0,11.0,16,8.0,900.0,10.0,5.0,75.0,450.0
4262,5,4,20436,33105,33195,10.0,11.0,15,7.0,900.0,10.0,5.0,135.0,750.0
4263,2,1,20366,30721,31703,7.0,11.0,38,29.0,1500.0,30.0,15.0,75.0,150.0
4264,2,4,19977,31453,31136,7.0,11.0,42,7.0,900.0,10.0,5.0,105.0,850.0
4265,2,2,19393,32457,33570,21.0,11.0,4,4.0,2100.0,10.0,5.0,75.0,450.0
4266,3,2,20416,32211,32457,15.0,11.0,31,4.0,900.0,10.0,5.0,75.0,450.0
4267,2,2,20304,30466,32575,21.0,11.0,3,4.0,2100.0,30.0,5.0,105.0,350.0
4268,2,4,19393,30140,32457,28.0,11.0,30,4.0,900.0,10.0,5.0,135.0,850.0
4269,7,5,19393,32211,33198,19.0,11.0,31,22.0,900.0,10.0,5.0,165.0,1150.0
4270,3,7,19805,30977,33570,22.0,11.0,12,4.0,1500.0,10.0,5.0,225.0,1750.0
4271,1,3,19805,30466,32457,6.0,11.0,3,4.0,1500.0,10.0,5.0,105.0,650.0
4272,2,6,20304,32457,33198,14.0,11.0,4,22.0,900.0,50.0,5.0,225.0,1450.0
4273,6,3,19790,30397,34027,4.0,11.0,8,7.0,2100.0,10.0,5.0,105.0,550.0
4274,2,5,20409,32467,31703,28.0,11.0,7,32.0,1500.0,10.0,5.0,165.0,1050.0
4275,5,4,20416,31714,30158,10.0,11.0,7,29.0,2100.0,10.0,5.0,135.0,950.0
4276,7,1,20304,31295,31577,19.0,11.0,20,36.0,1500.0,10.0,5.0,75.0,150.0
4277,3,2,19977,32457,31603,1.0,11.0,4,35.0,1500.0,10.0,5.0,75.0,450.0
4278,4,4,20304,30140,32457,2.0,11.0,30,4.0,2100.0,30.0,5.0,165.0,850.0
4279,5,1,19690,33830,32982,3.0,11.0,9,9.0,1500.0,10.0,5.0,45.0,250.0
4280,2,1,21171,32211,32575,7.0,11.0,31,4.0,2100.0,30.0,5.0,75.0,250.0
4281,5,3,19393,32457,30466,24.0,11.0,4,3.0,2100.0,10.0,5.0,105.0,650.0
4282,6,2,19393,31481,30693,18.0,11.0,7,41.0,2100.0,10.0,5.0,75.0,450.0
4283,5,4,19790,31454,31295,3.0,11.0,7,20.0,900.0,10.0,5.0,165.0,950.0
4284,1,2,20304,30577,31295,13.0,11.0,32,20.0,1500.0,10.0,5.0,75.0,350.0
4285,2,7,19790,32467,31650,28.0,11.0,7,21.0,900.0,10.0,5.0,225.0,1550.0
4286,4,2,19393,31453,33495,9.0,11.0,42,16.0,900.0,10.0,5.0,75.0,350.0
4287,7,5,19790,31884,31650,26.0,11.0,47,21.0,900.0,10.0,5.0,165.0,1150.0
4288,4,1,19393,34653,30194,9.0,11.0,34,42.0,300.0,10.0,5.0,75.0,250.0
4289,6,1,19393,31721,30977,25.0,11.0,20,12.0,900.0,10.0,5.0,45.0,250.0
4290,4,4,20436,32457,30325,30.0,11.0,4,5.0,2100.0,10.0,5.0,135.0,950.0
4291,7,2,19790,33486,34614,19.0,11.0,24,43.0,300.0,30.0,5.0,105.0,450.0
4292,6,3,19805,34614,30466,4.0,11.0,43,3.0,900.0,10.0,5.0,105.0,550.0
4293,6,3,20366,30397,31834,25.0,11.0,8,2.0,900.0,30.0,15.0,105.0,550.0
4294,4,3,19930,33873,30299,2.0,11.0,0,0.0,1500.0,10.0,5.0,75.0,550.0
4295,4,5,19790,31703,32467,16.0,11.0,32,7.0,900.0,30.0,5.0,195.0,1050.0
4296,2,7,19977,33570,30977,21.0,11.0,4,12.0,900.0,30.0,15.0,255.0,1750.0
4297,7,1,19790,34614,32441,12.0,11.0,43,49.0,900.0,10.0,5.0,45.0,250.0
4298,2,5,19805,32467,31703,21.0,11.0,7,32.0,2100.0,10.0,5.0,165.0,1050.0
4299,6,5,19790,32467,31703,18.0,11.0,7,32.0,1500.0,10.0,62.5,225.0,1050.0
4300,4,2,19790,30994,30397,2.0,11.0,39,8.0,300.0,10.0,5.0,75.0,250.0
4301,2,6,20436,30325,30852,7.0,11.0,5,44.0,1500.0,70.0,5.0,255.0,1450.0
4302,4,1,20366,30194,30476,30.0,11.0,42,16.0,1500.0,10.0,35.0,75.0,150.0
4303,4,1,20304,30325,31921,9.0,11.0,5,5.0,900.0,10.0,5.0,45.0,250.0
4304,4,2,19790,34100,31295,16.0,11.0,36,20.0,900.0,10.0,5.0,105.0,450.0
4305,1,3,19393,30693,31453,20.0,11.0,41,42.0,300.0,10.0,5.0,105.0,650.0
4306,2,2,19790,34614,30713,28.0,11.0,43,11.0,2100.0,10.0,5.0,75.0,250.0
4307,7,3,20436,30466,30325,12.0,11.0,3,5.0,2100.0,10.0,5.0,105.0,650.0
4308,7,5,19805,30977,34027,19.0,11.0,12,7.0,900.0,10.0,5.0,165.0,1150.0
4309,5,3,19393,33342,31703,17.0,11.0,48,32.0,1500.0,10.0,15.0,135.0,750.0
4310,5,2,20366,31295,34524,10.0,11.0,20,44.0,900.0,10.0,5.0,75.0,450.0
4311,5,2,19790,30397,31995,10.0,11.0,8,25.0,2100.0,30.0,5.0,75.0,350.0
4312,3,10,19977,30325,30299,1.0,11.0,5,0.0,900.0,10.0,5.0,375.0,2450.0
4313,4,3,19977,35412,31703,2.0,11.0,41,29.0,900.0,50.0,5.0,165.0,650.0
4314,5,5,19790,33195,31703,17.0,11.0,7,32.0,1500.0,10.0,5.0,165.0,1050.0
4315,2,2,20304,32457,32575,21.0,11.0,4,4.0,1500.0,10.0,5.0,75.0,350.0
4316,4,2,19393,30693,30977,2.0,11.0,41,12.0,1500.0,10.0,5.0,75.0,350.0
4317,1,1,19690,32402,33830,13.0,11.0,9,9.0,900.0,10.0,5.0,45.0,150.0
4318,2,2,19790,31123,31295,21.0,11.0,22,20.0,2100.0,10.0,5.0,75.0,450.0
4319,5,10,20409,32467,32575,10.0,11.0,7,4.0,900.0,10.0,25.0,345.0,2350.0
4320,5,1,19805,32467,31454,3.0,11.0,7,7.0,1500.0,30.0,5.0,75.0,150.0
4321,4,3,19930,34614,32457,23.0,11.0,43,4.0,900.0,10.0,5.0,105.0,550.0
4322,1,5,20304,30849,30977,20.0,11.0,24,12.0,1500.0,10.0,5.0,195.0,1150.0
4323,3,7,21171,32575,30977,22.0,11.0,4,12.0,900.0,10.0,15.0,255.0,1750.0
4324,4,4,19790,30397,35096,30.0,11.0,8,32.0,2100.0,10.0,5.0,135.0,750.0
4325,4,3,19805,32467,31057,30.0,11.0,7,25.0,1500.0,10.0,5.0,105.0,650.0
4326,6,4,20416,31454,31295,18.0,11.0,7,20.0,2100.0,10.0,15.0,165.0,950.0
4327,5,2,20304,32457,33570,17.0,11.0,4,4.0,1500.0,10.0,5.0,75.0,450.0
4328,4,2,20304,30157,32457,16.0,11.0,4,4.0,300.0,10.0,5.0,75.0,250.0
4329,4,4,19393,31066,31714,16.0,11.0,33,7.0,1500.0,10.0,5.0,135.0,950.0
4330,3,10,19805,32575,34100,15.0,11.0,4,36.0,900.0,10.0,5.0,285.0,2450.0
4331,7,2,20304,31295,31995,26.0,11.0,20,25.0,900.0,10.0,15.0,105.0,450.0
4332,4,3,19805,30194,31123,30.0,11.0,42,22.0,900.0,10.0,5.0,105.0,550.0
4333,3,3,19393,30397,33342,15.0,11.0,8,48.0,2100.0,10.0,5.0,105.0,650.0
4334,6,11,19930,34057,33830,18.0,11.0,35,9.0,1500.0,30.0,5.0,520.0,2550.0
4335,5,3,20366,31057,31703,10.0,11.0,25,32.0,900.0,30.0,5.0,105.0,550.0
