,0
211,-3.32952983081
212,-2.95165002684
213,-2.89972990428
214,-3.79067730192
215,-3.22877472393
216,-5.63641726892
217,4.32179100433
218,-4.13861490198
219,1.61173639189
220,-7.09601180661
221,-6.08911152946
222,-4.2027847248
223,-4.15878776403
224,-8.99771605068
225,30.1944341277
226,6.4048905032
227,-3.34537112926
228,-5.39459475457
229,-7.87961049073
230,-2.86143708149
231,-5.28725700692
232,-4.32598091794
233,-8.27685080383
234,-3.29587098107
235,-2.89972990428
236,-6.46002329296
237,0.154400260695
238,-6.46002329296
239,-7.31149432722
240,-5.29321764267
241,0.133944148395
242,-4.2027847248
243,-4.87755635473
244,-3.29587098107
245,-4.33820827053
246,-6.95258204784
247,6.09123385494
248,-8.0325109745
249,-6.11440514804
250,-4.09499173275
251,-4.33820827053
252,-4.2027847248
253,-9.29062611916
254,10.9640701891
255,-4.02348372604
256,-3.64586465694
257,-6.33439798839
258,-1.59914663322
259,-4.83989416531
260,-8.43392960406
261,-6.91907835332
262,-3.71487322558
263,-8.2341049367
264,-5.36327804611
265,-5.63641726892
266,-1.47500117859
267,6.6027802452
268,-6.31799483245
269,1.47221228815
270,-3.20136621473
271,-2.86143708149
272,-2.68291261799
273,-2.17444911386
274,-2.17534533978
275,-2.99935241371
276,1.94939245944
277,3.83484187347
278,-10.0866198186
279,2.98070981047
280,3.36949836873
281,-5.16468052338
282,-7.16612651024
283,-6.85257585609
284,-3.19183135533
285,3.13530274279
286,-3.01168454999
287,-7.65240600006
288,30.1944341277
289,-4.59828127544
290,0.133944148395
291,-5.97867734265
292,-8.15676508204
293,7.76451789355
294,11.2203991988
295,-7.4137730968
296,-2.58513283433
297,-4.35728892206
298,-2.8353772194
299,11.0600400799
300,4.39560327294
301,-8.27685080383
302,-6.9876403763
303,-5.79650264224
304,-10.0992210121
305,-3.19183135533
306,30.1944341277
307,-6.39339571443
308,-6.09173752755
309,-3.73509632272
310,-6.39339571443
311,-5.97867734265
312,-0.760785984289
313,-6.84572010097
314,-6.46002329296
315,-3.73509632272
316,-3.19183135533
317,0.154400260695
318,-5.26572936168
319,14.7630154859
320,-10.1508650053
321,14.7630154859
322,6.10236498484
323,-5.58025074588
324,-5.79650264224
325,8.65011771806
326,-4.87902047612
327,-6.22955179591
328,-3.55957878507
329,1.51574509748
330,-7.70799875694
331,-3.22877472393
332,-0.378262575466
333,8.65011771806
334,-0.753208720246
335,-5.26572936168
336,-4.47898381734
337,-6.80642826539
338,-3.40255060417
339,-1.73269132049
340,-10.2508826212
341,-3.22877472393
342,-4.20933011824
343,-4.52390046336
344,-7.31788590941
345,-5.67324204743
346,-3.30633495215
347,-4.32598091794
348,-3.49888507649
349,3.59900970034
350,-4.52390046336
351,-4.20933011824
352,-2.49010748048
353,8.05611132825
354,8.37547466309
355,-5.61001797939
356,-10.0571867472
357,-3.93202998299
358,0.133944148395
359,-8.15676508204
360,-3.32952983081
361,-3.91797233269
362,-3.84851924299
363,-2.96421639741
364,12.9120381027
365,8.86984804909
366,-9.38492195249
367,-7.40556107746
368,-5.66704621476
369,1.92454527502
370,8.86984804909
371,-5.66704621476
372,-5.29321764267
373,-5.29321764267
374,-5.28725700692
375,-8.03179914468
376,-3.59190563184
377,-3.64580875712
378,-2.86143708149
379,-9.36048509441
380,-2.17534533978
381,-0.753208720246
382,1.61173639189
383,-3.84851924299
384,-3.55957878507
385,-2.39140305286
386,11.3344110082
387,-2.39140305286
388,-3.32952983081
389,-4.20933011824
390,-5.97867734265
391,-7.38729861123
392,6.09123385494
393,4.56142317911
394,-8.32188541867
395,-5.89665902423
396,-4.09499173275
397,11.2203991988
398,-3.01168454999
399,-3.64586465694
400,-2.95165002684
401,-4.47898381734
402,3.0933183694
403,-9.10189816609
404,8.65011771806
405,-6.33439798839
406,2.7569974353
407,-1.10006848934
408,10.4960363176
409,11.1495250897
410,-6.4287097649
411,-4.52390046336
412,-6.88712485024
413,4.76198132942
414,-4.87755635473
415,-6.95258204784
416,2.39741824296
417,-5.16468052338
418,-2.17534533978
419,-7.16109196142
420,-0.753208720246
421,-4.87902047612
422,-8.06669913601
423,-6.57724357333
424,4.17121650969
425,-4.20933011824
426,2.354209786
427,-3.66666521518
428,-4.08707053475
429,-3.24822793706
430,-10.0992210121
431,-4.76477784087
432,-7.38655542899
433,11.0600400799
434,-2.86143708149
435,8.65011771806
436,-7.87961049073
437,-2.4012068949
438,-5.61001797939
439,-4.43499646279
440,-6.98872961695
441,-2.99935241371
442,-4.08707053475
443,-6.4957734052
444,-7.5979847182
445,14.7328276905
446,-0.742870520195
447,-5.2036892317
448,0.154400260695
449,-10.2508826212
450,-4.42788353226
451,-7.09601180661
452,-1.48345191147
453,-3.13629650782
454,14.7630154859
455,30.1944341277
456,8.66790050181
457,-8.43392960406
458,-4.95902366859
459,-0.760785984289
460,-2.49010748048
461,1.93967618208
462,2.60033171688
463,-4.33820827053
464,-4.08707053475
465,-5.93848456297
466,-3.91797233269
467,-4.38257646474
468,11.1039031678
469,1.80162579691
470,-4.20933011824
471,-3.64188062723
472,-3.19183135533
473,-3.19183135533
474,-4.87755635473
475,30.1944341277
476,-3.91797233269
477,-3.22877472393
478,-1.10006848934
479,-3.29587098107
480,-0.753208720246
481,15.1700102826
482,-6.33439798839
483,-0.753208720246
